image_path,label
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가0785_plate.jpg,01가0785
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가0785_s1.jpg,01가0785
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가0865_plate.jpg,01가0865
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가0865_s1.jpg,01가0865
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-2_plate.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-2_s1.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-3_plate.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-3_s1.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-4_plate.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-4_s1.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-5_plate.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134-5_s1.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134_plate.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1134_s1.jpg,01가1134
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1366-2_plate.jpg,01가1366
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1366-2_s1.jpg,01가1366
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1366_plate.jpg,01가1366
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1366_s1.jpg,01가1366
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1705_plate.jpg,01가1705
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가1705_s1.jpg,01가1705
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-2_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-2_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-3_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-3_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-4_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-4_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-5_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-5_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-6_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-6_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-7_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-7_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-8_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178-8_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178_plate.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2178_s1.jpg,01가2178
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2246_plate.jpg,01가2246
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2246_s1.jpg,01가2246
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2319-2_plate.jpg,01가2319
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2319-2_s1.jpg,01가2319
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2319_plate.jpg,01가2319
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2319_s1.jpg,01가2319
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2512_plate.jpg,01가2512
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2512_s1.jpg,01가2512
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2525_plate.jpg,01가2525
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2525_s1.jpg,01가2525
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2567_d1.jpg,01가
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2567_d2.jpg,2567
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2567_plate.jpg,01가2567
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2636_plate.jpg,01가2636
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가2636_s1.jpg,01가2636
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3005_plate.jpg,01가3005
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3005_s1.jpg,01가3005
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3042_plate.jpg,01가3042
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3042_s1.jpg,01가3042
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3315_plate.jpg,01가3315
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3315_s1.jpg,01가3315
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372-2_plate.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372-2_s1.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372-3_plate.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372-3_s1.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372_plate.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3372_s1.jpg,01가3372
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3435_plate.jpg,01가3435
C:/Users/ngins/Git/python.initial/20250904/runs/cropped_images/01가3435_s1.jpg,01가3435
